658 | -693.304282155862
-504 | 243.51542618142275
-638 | -740.2351299587747
625 | 522.8626409289191
-502 | 123.3589940579393
-991 | 725.6490026322892
-610 | 448.52373481239647
508 | 817.5528450039446
-358 | -407.5126441343109
755 | 604.5457582917086
562 | -706.8646715690902
-651 | -61.00161730761249
-267 | 163.24319577335064
-287 | -615.751755177711
55 | -124.669628908959
-581 | -285.74673286274503
-21 | 736.1006907917517
-614 | -938.1564816892364
-595 | 521.0486731546789
551 | 504.94774144836606
-595 | 992.4610082763495
151 | 3.9396097858769963
-444 | 615.4115652522887
798 | 164.1170184178095
-328 | 389.1249837574305
-897 | 816.7259123600938
-770 | -258.46183854608773
-714 | -992.7874391451575
-498 | -260.56778623290563
95 | -792.5434363116086
2 | 781.3384142519744
280 | 925.9936407789032
679 | 661.1781965128307
-453 | -280.93936416368877
590 | 493.5638476374115
629 | -730.1529727302311
572 | -680.5834579926719
-336 | -862.3263787657019
252 | 107.04988258320395
-880 | -350.027071693219
-190 | 450.3374137450385
-472 | -290.9499674255935
-419 | -780.3958698809752
-371 | -219.5138983495417
82 | 690.4386645383452
160 | -514.3558769712911
37 | -845.1734193556592
-840 | 75.15786645106823
-425 | 5.822859594277361
